shapes,block,div,stim_file_pos,noise_pos,ShapeDiv_combo,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19
input_data/stims/Shape_0.10_2.00.png,5,1,0.1,2.0,1.0,-18.188416,-11.823007,-6.470749,1.2497691,-3.740456,-0.40494597,0.24036454,1.4213327,1.0799431,0.38467038,-0.46683854,-0.29019123,0.71120906,0.3760964,0.31613252,0.46620208,-0.31512427,0.062334023,0.41075072,-3.5587265e-05
input_data/stims/Shape_0.30_2.00.png,5,1,0.3,2.0,1.0,-19.039944,-9.294906,-1.5827492,1.0601454,-0.333595,1.5651872,0.511539,-1.0110718,-1.1297919,-0.44099304,0.75336635,-0.37187728,-0.9237441,-0.5080037,-0.9861383,-0.92236996,0.75339746,-0.017172575,-0.6173448,-3.558612e-05
input_data/stims/Shape_0.30_2.00.png,5,1,0.3,2.0,1.0,-19.039944,-9.294906,-1.5827492,1.0601454,-0.333595,1.5651872,0.511539,-1.0110718,-1.1297919,-0.44099304,0.75336635,-0.37187728,-0.9237441,-0.5080037,-0.9861383,-0.92236996,0.75339746,-0.017172575,-0.6173448,-3.558612e-05
input_data/stims/Shape_0.30_2.00.png,5,1,0.3,2.0,1.0,-19.039944,-9.294906,-1.5827492,1.0601454,-0.333595,1.5651872,0.511539,-1.0110718,-1.1297919,-0.44099304,0.75336635,-0.37187728,-0.9237441,-0.5080037,-0.9861383,-0.92236996,0.75339746,-0.017172575,-0.6173448,-3.558612e-05
input_data/stims/Shape_0.30_2.00.png,5,1,0.3,2.0,1.0,-19.039944,-9.294906,-1.5827492,1.0601454,-0.333595,1.5651872,0.511539,-1.0110718,-1.1297919,-0.44099304,0.75336635,-0.37187728,-0.9237441,-0.5080037,-0.9861383,-0.92236996,0.75339746,-0.017172575,-0.6173448,-3.558612e-05
input_data/stims/Shape_0.50_2.00.png,5,1,0.5,2.0,1.0,-17.79155,-4.115098,2.448459,1.7192742,2.522557,-0.13032995,-0.6641136,-2.390551,-0.7195291,-0.6779493,0.17459022,1.2434329,-0.57042116,-0.047374055,0.84756833,1.3036056,-0.17627981,0.12763767,0.31687728,-3.5587393e-05
input_data/stims/Shape_0.50_2.00.png,5,1,0.5,2.0,1.0,-17.79155,-4.115098,2.448459,1.7192742,2.522557,-0.13032995,-0.6641136,-2.390551,-0.7195291,-0.6779493,0.17459022,1.2434329,-0.57042116,-0.047374055,0.84756833,1.3036056,-0.17627981,0.12763767,0.31687728,-3.5587393e-05
input_data/stims/Shape_0.50_2.00.png,5,1,0.5,2.0,1.0,-17.79155,-4.115098,2.448459,1.7192742,2.522557,-0.13032995,-0.6641136,-2.390551,-0.7195291,-0.6779493,0.17459022,1.2434329,-0.57042116,-0.047374055,0.84756833,1.3036056,-0.17627981,0.12763767,0.31687728,-3.5587393e-05
input_data/stims/Shape_0.50_2.00.png,5,1,0.5,2.0,1.0,-17.79155,-4.115098,2.448459,1.7192742,2.522557,-0.13032995,-0.6641136,-2.390551,-0.7195291,-0.6779493,0.17459022,1.2434329,-0.57042116,-0.047374055,0.84756833,1.3036056,-0.17627981,0.12763767,0.31687728,-3.5587393e-05
input_data/stims/Shape_0.70_2.00.png,5,1,0.7,2.0,1.0,-15.006857,-2.6864715,3.9785264,0.059784252,3.0969343,-2.156302,-1.2410624,0.4651088,-0.138596,0.8461082,-0.30295163,0.27465898,1.4466974,-0.39483064,-0.26719245,-1.2104472,-0.76810265,-0.306423,0.13849431,-3.55868e-05
input_data/stims/Shape_0.70_2.00.png,5,1,0.7,2.0,1.0,-15.006857,-2.6864715,3.9785264,0.059784252,3.0969343,-2.156302,-1.2410624,0.4651088,-0.138596,0.8461082,-0.30295163,0.27465898,1.4466974,-0.39483064,-0.26719245,-1.2104472,-0.76810265,-0.306423,0.13849431,-3.55868e-05
input_data/stims/Shape_0.70_2.00.png,5,1,0.7,2.0,1.0,-15.006857,-2.6864715,3.9785264,0.059784252,3.0969343,-2.156302,-1.2410624,0.4651088,-0.138596,0.8461082,-0.30295163,0.27465898,1.4466974,-0.39483064,-0.26719245,-1.2104472,-0.76810265,-0.306423,0.13849431,-3.55868e-05
input_data/stims/Shape_0.70_2.00.png,5,1,0.7,2.0,1.0,-15.006857,-2.6864715,3.9785264,0.059784252,3.0969343,-2.156302,-1.2410624,0.4651088,-0.138596,0.8461082,-0.30295163,0.27465898,1.4466974,-0.39483064,-0.26719245,-1.2104472,-0.76810265,-0.306423,0.13849431,-3.55868e-05
input_data/stims/Shape_0.90_2.00.png,5,1,0.9,2.0,1.0,-13.753592,1.6907225,4.023212,-2.2138047,2.8214707,1.1896265,0.37382212,1.4082413,1.1514778,0.6704456,-1.3328179,-1.4991484,-1.2290697,1.0142846,0.053533003,0.29500955,0.14817283,0.19095634,-0.22809833,-3.5587032e-05
input_data/stims/Shape_0.90_2.00.png,5,1,0.9,2.0,1.0,-13.753592,1.6907225,4.023212,-2.2138047,2.8214707,1.1896265,0.37382212,1.4082413,1.1514778,0.6704456,-1.3328179,-1.4991484,-1.2290697,1.0142846,0.053533003,0.29500955,0.14817283,0.19095634,-0.22809833,-3.5587032e-05
input_data/stims/Shape_0.90_2.00.png,5,1,0.9,2.0,1.0,-13.753592,1.6907225,4.023212,-2.2138047,2.8214707,1.1896265,0.37382212,1.4082413,1.1514778,0.6704456,-1.3328179,-1.4991484,-1.2290697,1.0142846,0.053533003,0.29500955,0.14817283,0.19095634,-0.22809833,-3.5587032e-05
input_data/stims/Shape_0.90_2.00.png,5,1,0.9,2.0,1.0,-13.753592,1.6907225,4.023212,-2.2138047,2.8214707,1.1896265,0.37382212,1.4082413,1.1514778,0.6704456,-1.3328179,-1.4991484,-1.2290697,1.0142846,0.053533003,0.29500955,0.14817283,0.19095634,-0.22809833,-3.5587032e-05
input_data/stims/Shape_1.10_2.00.png,5,1,1.1,2.0,2.0,-13.197594,6.8748503,4.0420284,-2.3565483,-1.5494304,0.29797205,0.9189269,2.6980162,-0.12134754,-1.8990608,0.7072062,0.41804463,1.0221395,-0.7115009,0.30557248,0.36525285,0.5558745,-0.059618175,-0.20271428,-3.5587145e-05
input_data/stims/Shape_1.10_2.00.png,5,1,1.1,2.0,2.0,-13.197594,6.8748503,4.0420284,-2.3565483,-1.5494304,0.29797205,0.9189269,2.6980162,-0.12134754,-1.8990608,0.7072062,0.41804463,1.0221395,-0.7115009,0.30557248,0.36525285,0.5558745,-0.059618175,-0.20271428,-3.5587145e-05
input_data/stims/Shape_1.30_2.00.png,5,1,1.3,2.0,2.0,-8.087371,8.910081,2.4539003,-0.6617089,-4.079055,-0.5196783,1.0074457,-1.2615939,0.6783692,0.848518,-0.42870802,1.8414171,-0.69202983,0.9285931,-0.5737891,-0.4769396,0.04456575,-0.22665812,0.17148861,-3.5586345e-05
input_data/stims/Shape_1.30_2.00.png,5,1,1.3,2.0,2.0,-8.087371,8.910081,2.4539003,-0.6617089,-4.079055,-0.5196783,1.0074457,-1.2615939,0.6783692,0.848518,-0.42870802,1.8414171,-0.69202983,0.9285931,-0.5737891,-0.4769396,0.04456575,-0.22665812,0.17148861,-3.5586345e-05
input_data/stims/Shape_1.50_2.00.png,5,1,1.5,2.0,2.0,-4.7183666,7.5269384,-0.4705731,-2.695015,-2.1342325,-0.96634257,1.3808,-2.0734046,-1.0062797,1.2926393,0.35825583,-1.7318412,0.20303008,-1.0438181,0.5148899,0.2537313,-0.4688943,0.36072165,-0.100114636,-3.558716e-05
input_data/stims/Shape_1.50_2.00.png,5,1,1.5,2.0,2.0,-4.7183666,7.5269384,-0.4705731,-2.695015,-2.1342325,-0.96634257,1.3808,-2.0734046,-1.0062797,1.2926393,0.35825583,-1.7318412,0.20303008,-1.0438181,0.5148899,0.2537313,-0.4688943,0.36072165,-0.100114636,-3.558716e-05
input_data/stims/Shape_1.70_2.00.png,5,1,1.7,2.0,2.0,-1.0306021,6.958198,-3.7344623,-1.5596905,-0.16498066,-0.9431894,-3.782399,0.82771415,-1.5614176,-0.31449273,1.1447937,-0.6277602,-0.48716572,0.94668216,-0.5175722,0.17057239,0.053249337,-0.18811217,0.52185774,-3.5586727e-05
input_data/stims/Shape_1.70_2.00.png,5,1,1.7,2.0,2.0,-1.0306021,6.958198,-3.7344623,-1.5596905,-0.16498066,-0.9431894,-3.782399,0.82771415,-1.5614176,-0.31449273,1.1447937,-0.6277602,-0.48716572,0.94668216,-0.5175722,0.17057239,0.053249337,-0.18811217,0.52185774,-3.5586727e-05
input_data/stims/Shape_1.90_2.00.png,5,1,1.9,2.0,2.0,2.0394065,5.0780287,-3.2995229,-0.9149282,0.19628333,2.4386327,-2.4817193,-1.5548304,2.4229527,-1.0303862,-0.12856358,0.021348419,0.12366606,-0.55132663,0.7207208,-0.81392825,-0.121524565,0.2756734,-0.053321294,-3.5586807e-05
input_data/stims/Shape_1.90_2.00.png,5,1,1.9,2.0,2.0,2.0394065,5.0780287,-3.2995229,-0.9149282,0.19628333,2.4386327,-2.4817193,-1.5548304,2.4229527,-1.0303862,-0.12856358,0.021348419,0.12366606,-0.55132663,0.7207208,-0.81392825,-0.121524565,0.2756734,-0.053321294,-3.5586807e-05
input_data/stims/Shape_2.10_2.00.png,5,1,2.1,2.0,2.0,5.292351,2.5580196,-5.4843607,-1.3428699,2.7649753,0.18341413,-0.11632433,0.55139816,0.31415623,2.1650279,0.23970042,1.2000372,0.63242,-0.40762672,-0.08776342,0.642252,0.90354764,-0.15033138,-0.60853887,-3.5586796e-05
input_data/stims/Shape_2.10_2.00.png,5,1,2.1,2.0,2.0,5.292351,2.5580196,-5.4843607,-1.3428699,2.7649753,0.18341413,-0.11632433,0.55139816,0.31415623,2.1650279,0.23970042,1.2000372,0.63242,-0.40762672,-0.08776342,0.642252,0.90354764,-0.15033138,-0.60853887,-3.5586796e-05
input_data/stims/Shape_2.30_2.00.png,5,1,2.3,2.0,2.0,5.54173,3.1065931,-3.7363617,0.50212634,2.9278255,1.8049631,3.540125,-0.07939168,-0.7604953,-0.4953645,0.80175906,0.07033925,0.70060295,1.1146935,0.2798131,-0.59836113,-0.26520547,0.21032152,0.62652963,-3.5586323e-05
input_data/stims/Shape_2.30_2.00.png,5,1,2.3,2.0,2.0,5.54173,3.1065931,-3.7363617,0.50212634,2.9278255,1.8049631,3.540125,-0.07939168,-0.7604953,-0.4953645,0.80175906,0.07033925,0.70060295,1.1146935,0.2798131,-0.59836113,-0.26520547,0.21032152,0.62652963,-3.5586323e-05
input_data/stims/Shape_2.50_2.00.png,5,1,2.5,2.0,2.0,6.390913,4.9788175,-3.94944,1.6833475,0.972265,-0.29342014,0.79607356,0.89519244,-0.22496139,-1.0852957,-1.4982756,0.37145087,-0.77183884,-0.9559369,-1.2182359,0.48001832,-1.0926229,0.024546703,-0.22542697,-3.5587334e-05
input_data/stims/Shape_2.50_2.00.png,5,1,2.5,2.0,2.0,6.390913,4.9788175,-3.94944,1.6833475,0.972265,-0.29342014,0.79607356,0.89519244,-0.22496139,-1.0852957,-1.4982756,0.37145087,-0.77183884,-0.9559369,-1.2182359,0.48001832,-1.0926229,0.024546703,-0.22542697,-3.5587334e-05
input_data/stims/Shape_2.70_2.00.png,5,1,2.7,2.0,2.0,7.472537,2.9813075,0.41966417,4.8031454,0.5668912,-2.5064416,0.67316216,-1.4876802,1.1652515,-0.8099716,-0.38717642,-1.2421458,0.5945234,0.118062265,-0.30356663,0.23871455,0.96844864,-0.8188275,0.19869737,-3.558738e-05
input_data/stims/Shape_2.70_2.00.png,5,1,2.7,2.0,2.0,7.472537,2.9813075,0.41966417,4.8031454,0.5668912,-2.5064416,0.67316216,-1.4876802,1.1652515,-0.8099716,-0.38717642,-1.2421458,0.5945234,0.118062265,-0.30356663,0.23871455,0.96844864,-0.8188275,0.19869737,-3.558738e-05
input_data/stims/Shape_2.90_2.00.png,5,1,2.9,2.0,2.0,9.666587,1.6769584,0.17533955,5.1170363,-0.8577061,-1.9206878,-0.5117783,1.2334533,-0.9988335,0.063326575,-0.46261406,0.25339514,-0.4993547,0.36049065,1.1571262,-0.6232132,0.21615325,0.97774315,-0.6856909,-3.5586712e-05
input_data/stims/Shape_2.90_2.00.png,5,1,2.9,2.0,2.0,9.666587,1.6769584,0.17533955,5.1170363,-0.8577061,-1.9206878,-0.5117783,1.2334533,-0.9988335,0.063326575,-0.46261406,0.25339514,-0.4993547,0.36049065,1.1571262,-0.6232132,0.21615325,0.97774315,-0.6856909,-3.5586712e-05
input_data/stims/Shape_1.10_2.00.png,6,3,1.1,2.0,5.0,-13.197594,6.8748503,4.0420284,-2.3565483,-1.5494304,0.29797205,0.9189269,2.6980162,-0.12134754,-1.8990608,0.7072062,0.41804463,1.0221395,-0.7115009,0.30557248,0.36525285,0.5558745,-0.059618175,-0.20271428,-3.5587145e-05
input_data/stims/Shape_1.10_2.00.png,6,3,1.1,2.0,5.0,-13.197594,6.8748503,4.0420284,-2.3565483,-1.5494304,0.29797205,0.9189269,2.6980162,-0.12134754,-1.8990608,0.7072062,0.41804463,1.0221395,-0.7115009,0.30557248,0.36525285,0.5558745,-0.059618175,-0.20271428,-3.5587145e-05
input_data/stims/Shape_1.30_2.00.png,6,3,1.3,2.0,5.0,-8.087371,8.910081,2.4539003,-0.6617089,-4.079055,-0.5196783,1.0074457,-1.2615939,0.6783692,0.848518,-0.42870802,1.8414171,-0.69202983,0.9285931,-0.5737891,-0.4769396,0.04456575,-0.22665812,0.17148861,-3.5586345e-05
input_data/stims/Shape_1.30_2.00.png,6,3,1.3,2.0,5.0,-8.087371,8.910081,2.4539003,-0.6617089,-4.079055,-0.5196783,1.0074457,-1.2615939,0.6783692,0.848518,-0.42870802,1.8414171,-0.69202983,0.9285931,-0.5737891,-0.4769396,0.04456575,-0.22665812,0.17148861,-3.5586345e-05
input_data/stims/Shape_1.50_2.00.png,6,3,1.5,2.0,5.0,-4.7183666,7.5269384,-0.4705731,-2.695015,-2.1342325,-0.96634257,1.3808,-2.0734046,-1.0062797,1.2926393,0.35825583,-1.7318412,0.20303008,-1.0438181,0.5148899,0.2537313,-0.4688943,0.36072165,-0.100114636,-3.558716e-05
input_data/stims/Shape_1.50_2.00.png,6,3,1.5,2.0,5.0,-4.7183666,7.5269384,-0.4705731,-2.695015,-2.1342325,-0.96634257,1.3808,-2.0734046,-1.0062797,1.2926393,0.35825583,-1.7318412,0.20303008,-1.0438181,0.5148899,0.2537313,-0.4688943,0.36072165,-0.100114636,-3.558716e-05
input_data/stims/Shape_1.70_2.00.png,6,3,1.7,2.0,5.0,-1.0306021,6.958198,-3.7344623,-1.5596905,-0.16498066,-0.9431894,-3.782399,0.82771415,-1.5614176,-0.31449273,1.1447937,-0.6277602,-0.48716572,0.94668216,-0.5175722,0.17057239,0.053249337,-0.18811217,0.52185774,-3.5586727e-05
input_data/stims/Shape_1.70_2.00.png,6,3,1.7,2.0,5.0,-1.0306021,6.958198,-3.7344623,-1.5596905,-0.16498066,-0.9431894,-3.782399,0.82771415,-1.5614176,-0.31449273,1.1447937,-0.6277602,-0.48716572,0.94668216,-0.5175722,0.17057239,0.053249337,-0.18811217,0.52185774,-3.5586727e-05
input_data/stims/Shape_1.90_2.00.png,6,3,1.9,2.0,5.0,2.0394065,5.0780287,-3.2995229,-0.9149282,0.19628333,2.4386327,-2.4817193,-1.5548304,2.4229527,-1.0303862,-0.12856358,0.021348419,0.12366606,-0.55132663,0.7207208,-0.81392825,-0.121524565,0.2756734,-0.053321294,-3.5586807e-05
input_data/stims/Shape_1.90_2.00.png,6,3,1.9,2.0,5.0,2.0394065,5.0780287,-3.2995229,-0.9149282,0.19628333,2.4386327,-2.4817193,-1.5548304,2.4229527,-1.0303862,-0.12856358,0.021348419,0.12366606,-0.55132663,0.7207208,-0.81392825,-0.121524565,0.2756734,-0.053321294,-3.5586807e-05
input_data/stims/Shape_2.10_2.00.png,6,3,2.1,2.0,5.0,5.292351,2.5580196,-5.4843607,-1.3428699,2.7649753,0.18341413,-0.11632433,0.55139816,0.31415623,2.1650279,0.23970042,1.2000372,0.63242,-0.40762672,-0.08776342,0.642252,0.90354764,-0.15033138,-0.60853887,-3.5586796e-05
input_data/stims/Shape_2.10_2.00.png,6,3,2.1,2.0,5.0,5.292351,2.5580196,-5.4843607,-1.3428699,2.7649753,0.18341413,-0.11632433,0.55139816,0.31415623,2.1650279,0.23970042,1.2000372,0.63242,-0.40762672,-0.08776342,0.642252,0.90354764,-0.15033138,-0.60853887,-3.5586796e-05
input_data/stims/Shape_2.30_2.00.png,6,3,2.3,2.0,5.0,5.54173,3.1065931,-3.7363617,0.50212634,2.9278255,1.8049631,3.540125,-0.07939168,-0.7604953,-0.4953645,0.80175906,0.07033925,0.70060295,1.1146935,0.2798131,-0.59836113,-0.26520547,0.21032152,0.62652963,-3.5586323e-05
input_data/stims/Shape_2.30_2.00.png,6,3,2.3,2.0,5.0,5.54173,3.1065931,-3.7363617,0.50212634,2.9278255,1.8049631,3.540125,-0.07939168,-0.7604953,-0.4953645,0.80175906,0.07033925,0.70060295,1.1146935,0.2798131,-0.59836113,-0.26520547,0.21032152,0.62652963,-3.5586323e-05
input_data/stims/Shape_2.50_2.00.png,6,3,2.5,2.0,5.0,6.390913,4.9788175,-3.94944,1.6833475,0.972265,-0.29342014,0.79607356,0.89519244,-0.22496139,-1.0852957,-1.4982756,0.37145087,-0.77183884,-0.9559369,-1.2182359,0.48001832,-1.0926229,0.024546703,-0.22542697,-3.5587334e-05
input_data/stims/Shape_2.50_2.00.png,6,3,2.5,2.0,5.0,6.390913,4.9788175,-3.94944,1.6833475,0.972265,-0.29342014,0.79607356,0.89519244,-0.22496139,-1.0852957,-1.4982756,0.37145087,-0.77183884,-0.9559369,-1.2182359,0.48001832,-1.0926229,0.024546703,-0.22542697,-3.5587334e-05
input_data/stims/Shape_2.70_2.00.png,6,3,2.7,2.0,5.0,7.472537,2.9813075,0.41966417,4.8031454,0.5668912,-2.5064416,0.67316216,-1.4876802,1.1652515,-0.8099716,-0.38717642,-1.2421458,0.5945234,0.118062265,-0.30356663,0.23871455,0.96844864,-0.8188275,0.19869737,-3.558738e-05
input_data/stims/Shape_2.70_2.00.png,6,3,2.7,2.0,5.0,7.472537,2.9813075,0.41966417,4.8031454,0.5668912,-2.5064416,0.67316216,-1.4876802,1.1652515,-0.8099716,-0.38717642,-1.2421458,0.5945234,0.118062265,-0.30356663,0.23871455,0.96844864,-0.8188275,0.19869737,-3.558738e-05
input_data/stims/Shape_2.90_2.00.png,6,3,2.9,2.0,5.0,9.666587,1.6769584,0.17533955,5.1170363,-0.8577061,-1.9206878,-0.5117783,1.2334533,-0.9988335,0.063326575,-0.46261406,0.25339514,-0.4993547,0.36049065,1.1571262,-0.6232132,0.21615325,0.97774315,-0.6856909,-3.5586712e-05
input_data/stims/Shape_2.90_2.00.png,6,3,2.9,2.0,5.0,9.666587,1.6769584,0.17533955,5.1170363,-0.8577061,-1.9206878,-0.5117783,1.2334533,-0.9988335,0.063326575,-0.46261406,0.25339514,-0.4993547,0.36049065,1.1571262,-0.6232132,0.21615325,0.97774315,-0.6856909,-3.5586712e-05
input_data/stims/Shape_3.10_2.00.png,6,3,3.1,2.0,6.0,11.47692,-1.3963726,3.2956617,3.5616047,-1.0087904,1.9909588,-0.123842426,0.8615185,0.4894569,0.78038454,1.8140423,-0.22658087,-0.46344513,0.026949998,0.3189379,0.25543028,-0.883468,-1.0305117,-0.46896216,-3.5586185e-05
input_data/stims/Shape_3.10_2.00.png,6,3,3.1,2.0,6.0,11.47692,-1.3963726,3.2956617,3.5616047,-1.0087904,1.9909588,-0.123842426,0.8615185,0.4894569,0.78038454,1.8140423,-0.22658087,-0.46344513,0.026949998,0.3189379,0.25543028,-0.883468,-1.0305117,-0.46896216,-3.5586185e-05
input_data/stims/Shape_3.10_2.00.png,6,3,3.1,2.0,6.0,11.47692,-1.3963726,3.2956617,3.5616047,-1.0087904,1.9909588,-0.123842426,0.8615185,0.4894569,0.78038454,1.8140423,-0.22658087,-0.46344513,0.026949998,0.3189379,0.25543028,-0.883468,-1.0305117,-0.46896216,-3.5586185e-05
input_data/stims/Shape_3.10_2.00.png,6,3,3.1,2.0,6.0,11.47692,-1.3963726,3.2956617,3.5616047,-1.0087904,1.9909588,-0.123842426,0.8615185,0.4894569,0.78038454,1.8140423,-0.22658087,-0.46344513,0.026949998,0.3189379,0.25543028,-0.883468,-1.0305117,-0.46896216,-3.5586185e-05
input_data/stims/Shape_3.30_2.00.png,6,3,3.3,2.0,6.0,14.140833,-2.7496512,4.2538996,1.9164621,-0.49736187,1.4556072,-0.39954472,0.8175041,0.19754754,0.96237355,0.16282661,0.0030014426,-0.21932857,-1.0065428,-0.61589575,0.0819609,0.47774273,0.82326627,1.2469299,-3.5587276e-05
input_data/stims/Shape_3.30_2.00.png,6,3,3.3,2.0,6.0,14.140833,-2.7496512,4.2538996,1.9164621,-0.49736187,1.4556072,-0.39954472,0.8175041,0.19754754,0.96237355,0.16282661,0.0030014426,-0.21932857,-1.0065428,-0.61589575,0.0819609,0.47774273,0.82326627,1.2469299,-3.5587276e-05
input_data/stims/Shape_3.30_2.00.png,6,3,3.3,2.0,6.0,14.140833,-2.7496512,4.2538996,1.9164621,-0.49736187,1.4556072,-0.39954472,0.8175041,0.19754754,0.96237355,0.16282661,0.0030014426,-0.21932857,-1.0065428,-0.61589575,0.0819609,0.47774273,0.82326627,1.2469299,-3.5587276e-05
input_data/stims/Shape_3.30_2.00.png,6,3,3.3,2.0,6.0,14.140833,-2.7496512,4.2538996,1.9164621,-0.49736187,1.4556072,-0.39954472,0.8175041,0.19754754,0.96237355,0.16282661,0.0030014426,-0.21932857,-1.0065428,-0.61589575,0.0819609,0.47774273,0.82326627,1.2469299,-3.5587276e-05
input_data/stims/Shape_3.50_2.00.png,6,3,3.5,2.0,6.0,15.566203,-4.5861907,1.3227705,-2.046113,-1.4955162,2.2699428,-0.7581178,-0.49758703,-1.9980118,-0.11928873,-2.228282,0.010849119,0.70489943,0.1633767,0.45737857,-0.047519214,0.21950118,-0.7568657,0.0038015188,-3.558753e-05
input_data/stims/Shape_3.50_2.00.png,6,3,3.5,2.0,6.0,15.566203,-4.5861907,1.3227705,-2.046113,-1.4955162,2.2699428,-0.7581178,-0.49758703,-1.9980118,-0.11928873,-2.228282,0.010849119,0.70489943,0.1633767,0.45737857,-0.047519214,0.21950118,-0.7568657,0.0038015188,-3.558753e-05
input_data/stims/Shape_3.50_2.00.png,6,3,3.5,2.0,6.0,15.566203,-4.5861907,1.3227705,-2.046113,-1.4955162,2.2699428,-0.7581178,-0.49758703,-1.9980118,-0.11928873,-2.228282,0.010849119,0.70489943,0.1633767,0.45737857,-0.047519214,0.21950118,-0.7568657,0.0038015188,-3.558753e-05
input_data/stims/Shape_3.50_2.00.png,6,3,3.5,2.0,6.0,15.566203,-4.5861907,1.3227705,-2.046113,-1.4955162,2.2699428,-0.7581178,-0.49758703,-1.9980118,-0.11928873,-2.228282,0.010849119,0.70489943,0.1633767,0.45737857,-0.047519214,0.21950118,-0.7568657,0.0038015188,-3.558753e-05
input_data/stims/Shape_3.70_2.00.png,6,3,3.7,2.0,6.0,15.981513,-6.822785,2.9454339,-2.4179554,-0.5624708,-0.49870652,-0.38396996,-1.2296889,0.5582825,-0.60024434,0.59243166,-0.05147852,1.1750276,0.96203625,-0.97717136,0.5343481,-0.3069403,0.8753829,-0.6986958,-3.5586734e-05
input_data/stims/Shape_3.70_2.00.png,6,3,3.7,2.0,6.0,15.981513,-6.822785,2.9454339,-2.4179554,-0.5624708,-0.49870652,-0.38396996,-1.2296889,0.5582825,-0.60024434,0.59243166,-0.05147852,1.1750276,0.96203625,-0.97717136,0.5343481,-0.3069403,0.8753829,-0.6986958,-3.5586734e-05
input_data/stims/Shape_3.70_2.00.png,6,3,3.7,2.0,6.0,15.981513,-6.822785,2.9454339,-2.4179554,-0.5624708,-0.49870652,-0.38396996,-1.2296889,0.5582825,-0.60024434,0.59243166,-0.05147852,1.1750276,0.96203625,-0.97717136,0.5343481,-0.3069403,0.8753829,-0.6986958,-3.5586734e-05
input_data/stims/Shape_3.70_2.00.png,6,3,3.7,2.0,6.0,15.981513,-6.822785,2.9454339,-2.4179554,-0.5624708,-0.49870652,-0.38396996,-1.2296889,0.5582825,-0.60024434,0.59243166,-0.05147852,1.1750276,0.96203625,-0.97717136,0.5343481,-0.3069403,0.8753829,-0.6986958,-3.5586734e-05
input_data/stims/Shape_3.90_2.00.png,6,3,3.9,2.0,6.0,17.245255,-8.866019,-0.6307182,-5.4640574,0.554392,-2.856205,1.0206542,0.40631855,0.60183066,-0.54041415,0.48738518,0.33308312,-1.4578592,-0.38425633,0.57563055,-0.39439443,0.05749894,-0.3740689,0.2534479,-3.5586734e-05
input_data/stims/Shape_3.90_2.00.png,6,3,3.9,2.0,6.0,17.245255,-8.866019,-0.6307182,-5.4640574,0.554392,-2.856205,1.0206542,0.40631855,0.60183066,-0.54041415,0.48738518,0.33308312,-1.4578592,-0.38425633,0.57563055,-0.39439443,0.05749894,-0.3740689,0.2534479,-3.5586734e-05
input_data/stims/Shape_3.90_2.00.png,6,3,3.9,2.0,6.0,17.245255,-8.866019,-0.6307182,-5.4640574,0.554392,-2.856205,1.0206542,0.40631855,0.60183066,-0.54041415,0.48738518,0.33308312,-1.4578592,-0.38425633,0.57563055,-0.39439443,0.05749894,-0.3740689,0.2534479,-3.5586734e-05
input_data/stims/Shape_3.90_2.00.png,6,3,3.9,2.0,6.0,17.245255,-8.866019,-0.6307182,-5.4640574,0.554392,-2.856205,1.0206542,0.40631855,0.60183066,-0.54041415,0.48738518,0.33308312,-1.4578592,-0.38425633,0.57563055,-0.39439443,0.05749894,-0.3740689,0.2534479,-3.5586734e-05
