thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 119
10.0,10.0,0.0,1.0,1.0,baseline,4.0,0.5,-0.3,0.0,-0.14,curv,curv_flat,0.0,-0.3,pen,rew,input_data/stims/Shape_0.50_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,,,,up,1.0293939999537542,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,98.25706924998669,,,,,,,,,98.25247079203837,0.0005281659541651,99.19443408306688,99.1944940420799,99.22736937506124,100.43503354198764,100.42922312498558,100.4294737080345,0.0002617080463096,101.92138325003909,101.92264645802788,101.9847585420357,101.9847585420357,101.9847585420357,101.9847585420357,101.9847585420357,101.9847585420357,101.9847585420357,103.02287641703153,"[-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14]",,,,,,up,1.0293939999537542,,103.02329491707496,103.03191991697533,103.28509970800953,103.2736870420631,103.27376524999272,103.28509970800953,,104.28492712497246,,104.27382258302532,rew,0.0,-1.0,,,103.28509970800953,104.28492712497246,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
11.0,11.0,0.0,1.0,1.0,baseline,32.0,3.3,0.26,4.0,-0.048,flat,curv_flat,0.0,0.26,rew,pen,input_data/stims/Shape_3.30_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,['right'],[0.6225182090420276],[0.39196570799686015],up,1.2030696249566972,,0.0,0.0,0.0,0.0,0.0,11.0,11.0,32.0,104.28492712497246,,,,,,,,,104.27439416700508,0.0005560000427067,105.21632541704456,105.21636650001165,105.25042262498756,106.43455624999478,106.42942820803728,106.429811583017,0.0003826250322163,107.82169483299369,107.82289112498984,107.88450016698334,107.88450016698334,107.88450016698334,107.88450016698334,107.88450016698334,107.88450016698334,107.88450016698334,109.0944232500624,"[-0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176, 0.176]",,,['right'],[0.6225182090420276],[0.39196570799686015],up,1.2030696249566972,,109.0948102499824,109.10335941705851,109.3619600830134,109.3523577080341,109.3540029580472,109.3619600830134,,110.38491899997462,,110.37472262501252,pen,1.0,1.0,109.3619600830134,110.38491899997462,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
12.0,12.0,0.0,1.0,1.0,baseline,24.0,2.5,0.1,4.0,-0.148,flat,curv_flat,0.0,0.1,rew,pen,input_data/stims/Shape_2.50_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,['right'],[0.8997477910015732],[0.40018679201602936],up,1.4762692500371486,,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,110.38491899997462,,,,,,,,,110.37540616700426,0.0006767910672351,111.26730183302423,111.2673432920128,111.30042441701517,112.49234991706908,112.48599912505595,112.48631900001784,0.0003242080565541,113.97827729198616,113.97946570802014,114.04064370808192,114.04064370808192,114.04064370808192,114.04064370808192,114.04064370808192,114.04064370808192,114.04064370808192,115.5235240830807,"[-0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",,,['right'],[0.8997477910015732],[0.40018679201602936],up,1.4762692500371486,,115.52409233304206,115.53315458307044,115.79149870807304,115.78520200005732,115.78525670804083,115.79149870807304,,116.79183800006284,,116.78582975000607,pen,1.0,1.0,115.79149870807304,116.79183800006284,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
13.0,13.0,0.0,1.0,1.0,baseline,21.0,2.1,0.02,4.0,-0.236,flat,flat_curv,0.0,-0.02,rew,pen,input_data/stims/Shape_2.10_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,,,,['right'],[1.1139843330020085],[0.08793008304201066],up,1.2826332909753546,,0.0,0.0,0.0,0.0,0.0,13.0,13.0,21.0,116.79183800006284,,,,,,,,,116.7865403330652,0.0006683750543743,117.82847791700624,117.82852466707118,117.86100625002292,119.0684567920398,119.057350957999,119.05763804202434,0.0002952079521492,120.44958429201506,120.45077583298551,120.53131629200652,120.53131629200652,120.53131629200652,120.53131629200652,120.53131629200652,120.53131629200652,120.53131629200652,121.83757591701578,"[-0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18, -0.18]",,,['right'],[1.1139843330020085],[0.08793008304201066],up,1.2826332909753546,,121.837988083018,121.84496891708112,122.09264562500177,122.08566587499809,122.08575962507166,122.09264562500177,,123.09180549997836,,123.08571395801846,pen,1.0,1.0,122.09264562500177,123.09180549997836,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
14.0,14.0,0.0,1.0,1.0,baseline,0.0,0.1,-0.38,0.0,-0.004,curv,curv_flat,0.0,-0.38,pen,rew,input_data/stims/Shape_0.10_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,['left'],[0.8898831669939682],[0.29220754106063396],up,1.3376099170418456,,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,123.09180549997836,,,,,,,,,123.086497833021,0.0007618330419063,124.12846387503669,124.12850529199932,124.1616104580462,125.38563112507109,125.36333629197908,125.3636372500332,0.000308624934405,126.75554775004277,126.75674016703852,126.81710566708352,126.81710566708352,126.81710566708352,126.81710566708352,126.81710566708352,126.81710566708352,126.81710566708352,128.17050658306107,"[-0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172]",,,['left'],[0.8898831669939682],[0.29220754106063396],up,1.3376099170418456,,128.17092812503688,128.17837225005496,128.42652991705108,128.41969983302988,128.4197905000765,128.42652991705108,128.42652991705108,129.43490175006443,129.43490175006443,129.42599420808256,rew,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
15.0,15.0,0.0,1.0,1.0,baseline,15.0,1.5,-0.1,0.0,0.336,curv,flat_curv,0.0,0.1,pen,rew,input_data/stims/Shape_1.50_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,,,,['left'],[0.7246395830297843],[0.6160250840475783],up,1.799071833025664,,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,129.43490175006443,,,,,,,,,129.42659683304373,0.0005926250014454,130.31851470808033,130.31855637498666,130.35103387502022,131.45945974998176,131.4531348750461,131.45352149999235,0.0003971250262111,132.74557791708503,132.74676383298356,132.81150725006592,132.81150725006592,132.81150725006592,132.81150725006592,132.81150725006592,132.81150725006592,132.81150725006592,134.6191345420666,"[0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024]",,,['left'],[0.7246395830297843],[0.6160250840475783],up,1.799071833025664,,134.6195580420317,134.62711262505036,134.87664029200096,134.86912812502123,134.8692117499886,134.87664029200096,,135.87505450006574,,135.86921095801517,rew,0.0,-1.0,,,134.87664029200096,135.87505450006574,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
16.0,16.0,0.0,1.0,1.0,baseline,26.0,2.7,0.14,4.0,0.208,flat,curv_flat,0.0,0.14,rew,pen,input_data/stims/Shape_2.70_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,['left'],[1.4295792090706527],[0.08731158298905939],up,1.72139808407519,,0.0,0.0,0.0,0.0,0.0,16.0,16.0,26.0,135.87505450006574,,,,,,,,,135.8698683329858,0.0006425000028684,136.81187041697558,136.81191091705114,136.8452731249854,138.01044774998445,138.00523454206996,138.0055788330501,0.0003427079645916,139.2974812920438,139.29870504199062,139.35910845804028,139.35910845804028,139.35910845804028,139.35910845804028,139.35910845804028,139.35910845804028,139.35910845804028,141.0872392919846,"[0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",,,['left'],[1.4295792090706527],[0.08731158298905939],up,1.72139808407519,,141.08769733307415,141.0956057920121,141.34257504204288,141.33593983307946,141.33604254201057,141.34257504204288,,142.34229958301876,,142.33565866702702,pen,1.0,1.0,141.34257504204288,142.34229958301876,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
17.0,17.0,0.0,1.0,1.0,baseline,23.0,2.3,0.06,4.0,0.132,flat,flat_curv,0.0,-0.06,rew,pen,input_data/stims/Shape_2.30_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,,,,['left'],[0.5516371669946238],[0.3237322500208393],up,1.1624058750458062,,0.0,0.0,0.0,0.0,0.0,17.0,17.0,23.0,142.34229958301876,,,,,,,,,142.33667529199738,0.0009968749945983,143.3786546670599,143.37869525002316,143.41255395801272,144.55180600006133,144.54490141698625,144.54515420808457,0.0002677079755812,145.83710095798597,145.83828537503723,145.89982295804657,145.89982295804657,145.89982295804657,145.89982295804657,145.89982295804657,145.89982295804657,145.89982295804657,147.0710215420695,"[0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036]",,,['left'],[0.5516371669946238],[0.3237322500208393],up,1.1624058750458062,,147.0712877920596,147.07793333299924,147.32651320798325,147.31954816705547,147.31965454202145,147.32651320798325,,148.32535737508442,,148.31932391703594,pen,1.0,1.0,147.32651320798325,148.32535737508442,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
18.0,18.0,0.0,1.0,1.0,baseline,25.0,2.5,0.1,4.0,-0.284,flat,flat_curv,0.0,-0.1,rew,pen,input_data/stims/Shape_2.50_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,,,,['right'],[1.0878670420497656],[0.2641326249577105],up,1.4488845840096474,,0.0,0.0,0.0,0.0,0.0,18.0,18.0,25.0,148.32535737508442,,,,,,,,,148.32009587506764,0.0007436659652739,149.3120642079739,149.31210441701114,149.34540095797274,150.51837433304172,150.51182987506036,150.51208308304194,0.0002633340191096,152.0040087919915,152.00520791707095,152.07077774999198,152.07077774999198,152.07077774999198,152.07077774999198,152.07077774999198,152.07077774999198,152.07077774999198,153.5289207920432,"[-0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116]",,,['right'],[1.0878670420497656],[0.2641326249577105],up,1.4488845840096474,,153.52931958297268,153.53816037497018,153.7927254170645,153.78607612499036,153.78617625008337,153.7927254170645,,154.80214250006247,,154.7925041250419,pen,1.0,1.0,153.7927254170645,154.80214250006247,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
19.0,19.0,0.0,1.0,1.0,baseline,18.0,1.9,-0.02,0.0,0.048,curv,curv_flat,0.0,-0.02,pen,rew,input_data/stims/Shape_1.90_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,,,,['left'],[0.7159542080480605],[0.2559516669716686],up,1.1813734580064192,,0.0,0.0,0.0,0.0,0.0,19.0,19.0,18.0,154.80214250006247,,,,,,,,,154.7932007079944,0.000686208019033,155.68513158301357,155.68517262500245,155.7179615420755,156.86846504197456,156.85272112500388,156.85301720805,0.0003100000321865,158.24496708298102,158.2462710000109,158.3113829169888,158.3113829169888,158.3113829169888,158.3113829169888,158.3113829169888,158.3113829169888,158.3113829169888,159.4976444169879,"[0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104]",,,['left'],[0.7159542080480605],[0.2559516669716686],up,1.1813734580064192,,159.49813791702036,159.50639524997678,159.7617320830468,159.7533840420656,159.7534927080851,159.7617320830468,159.7617320830468,160.7584945000708,160.7584945000708,160.75285091705155,rew,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
20.0,20.0,0.0,1.0,1.0,baseline,33.0,3.3,0.26,4.0,-0.192,flat,flat_curv,0.0,-0.26,rew,pen,input_data/stims/Shape_3.30_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,,,,['right'],[1.1310852909227833],[0.15661775006446987],up,1.436271540937014,,0.0,0.0,0.0,0.0,0.0,20.0,20.0,33.0,160.7584945000708,,,,,,,,,160.75355495803524,0.0006814169464632,161.64551416703034,161.64555741706863,161.67889608303085,162.90223187499214,162.89092908299062,162.89121933304705,0.0002965839812532,164.28320462501142,164.2844133330509,164.3485310000833,164.3485310000833,164.3485310000833,164.3485310000833,164.3485310000833,164.3485310000833,164.3485310000833,165.78976529208012,"[-0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096, -0.096]",,,['right'],[1.1310852909227833],[0.15661775006446987],up,1.436271540937014,,165.79019149998203,165.79777795798145,166.0519191250205,166.0419263750082,166.04205150005873,166.0519191250205,,167.05245591700077,,167.0422615420539,pen,1.0,1.0,166.0519191250205,167.05245591700077,,,,,,,,,,,,,,,,,,,,,amisha,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120.0,2025-04-05 18h29.29.431897 -0400,
